election_year,public_geography_id,municipality,label_french,label_dutch,label_german,valid_votes,blank_votes,list_vote_sum,party_list_count,vote_sum_reconciles,special_bucket,duplicate_nis_code,audit_status
2024,31040,Zedelgem,Zedelgem,Zedelgem,Zedelgem,16427,768,16427,9,true,false,false,bridge_safe
2024,31042,Zuienkerke,Zuienkerke,Zuienkerke,Zuienkerke,1998,67,1998,9,true,false,false,bridge_safe
2024,31043,Knokke-Heist,Knokke-Heist,Knokke-Heist,Knokke-Heist,21875,728,21875,9,true,false,false,bridge_safe
2024,32003,Diksmuide,Dixmude,Diksmuide,Dixmuide,11748,585,11748,9,true,false,false,bridge_safe
2024,32006,Houthulst,Houthulst,Houthulst,Houthulst,6821,435,6821,9,true,false,false,bridge_safe
2024,32010,Koekelare,Koekelare,Koekelare,Koekelare,6066,388,6066,9,true,false,false,bridge_safe
2024,32011,Kortemark,Kortemark,Kortemark,Kortemark,8730,531,8730,9,true,false,false,bridge_safe
2024,32030,Lo-Reninge,Lo-Reninge,Lo-Reninge,Lo-Reninge,2155,91,2155,9,true,false,false,bridge_safe
2024,33011,Ieper,Ypres,Ieper,Ieper,23592,1308,23592,9,true,false,false,bridge_safe
2024,33016,Mesen,Mesen,Mesen,Mesen,585,76,585,9,true,false,false,bridge_safe
2024,33021,Poperinge,Poperinge,Poperinge,Poperinge,13506,808,13506,9,true,false,false,bridge_safe
2024,33029,Wervik,Wervik,Wervik,Wervik,11961,829,11961,9,true,false,false,bridge_safe
2024,33037,Zonnebeke,Zonnebeke,Zonnebeke,Zonnebeke,8782,481,8782,9,true,false,false,bridge_safe
2024,33039,Heuvelland,Heuvelland,Heuvelland,Heuvelland,5284,369,5284,9,true,false,false,bridge_safe
2024,33040,Langemark-Poelkapelle,Langemark-Poelkapelle,Langemark-Poelkapelle,Langemark-Poelkapelle,5539,269,5539,9,true,false,false,bridge_safe
2024,33041,Vleteren,Vleteren,Vleteren,Vleteren,2458,129,2458,9,true,false,false,bridge_safe
2024,34002,Anzegem,Anzegem,Anzegem,Anzegem,10737,444,10737,9,true,false,false,bridge_safe
2024,34003,Avelgem,Avelgem,Avelgem,Avelgem,6994,377,6994,9,true,false,false,bridge_safe
2024,34009,Deerlijk,Deerlijk,Deerlijk,Deerlijk,8863,412,8863,9,true,false,false,bridge_safe
2024,34013,Harelbeke,Harelbeke,Harelbeke,Harelbeke,19905,1080,19905,9,true,false,false,bridge_safe
2024,34022,Kortrijk,Courtrai,Kortrijk,Kortrijk,50698,1997,50698,9,true,false,false,bridge_safe
2024,34023,Kuurne,Kuurne,Kuurne,Kuurne,9474,429,9474,9,true,false,false,bridge_safe
2024,34025,Lendelede,Lendelede,Lendelede,Lendelede,4155,161,4155,9,true,false,false,bridge_safe
2024,34027,Menen,Menin,Menen,Menen,20022,1406,20022,9,true,false,false,bridge_safe
2024,34040,Waregem,Waregem,Waregem,Waregem,27240,1292,27240,9,true,false,false,bridge_safe
2024,34041,Wevelgem,Wevelgem,Wevelgem,Wevelgem,21854,1051,21854,9,true,false,false,bridge_safe
2024,34042,Zwevegem,Zwevegem,Zwevegem,Zwevegem,17872,849,17872,9,true,false,false,bridge_safe
2024,34043,Spiere-Helkijn,Espierres-Helchin,Spiere-Helkijn,Espierres-Helchin,1225,165,1225,9,true,false,false,bridge_safe
2024,35002,Bredene,Bredene,Bredene,Bredene,12466,597,12466,9,true,false,false,bridge_safe
2024,35005,Gistel,Gistel,Gistel,Gistel,8518,445,8518,9,true,false,false,bridge_safe
2024,35006,Ichtegem,Ichtegem,Ichtegem,Ichtegem,9972,582,9972,9,true,false,false,bridge_safe
2024,35011,Middelkerke,Middelkerke,Middelkerke,Middelkerke,14171,681,14171,9,true,false,false,bridge_safe
2024,35013,Oostende,Ostende,Oostende,Ostende,45366,2030,45366,9,true,false,false,bridge_safe
2024,35014,Oudenburg,Oudenburg,Oudenburg,Oudenburg,6831,345,6831,9,true,false,false,bridge_safe
2024,35029,De Haan,De Haan,De Haan,De Haan,9121,413,9121,9,true,false,false,bridge_safe
2024,36006,Hooglede,Hooglede,Hooglede,Hooglede,7027,345,7027,9,true,false,false,bridge_safe
2024,36007,Ingelmunster,Ingelmunster,Ingelmunster,Ingelmunster,7853,399,7853,9,true,false,false,bridge_safe
2024,36008,Izegem,Izegem,Izegem,Izegem,19284,940,19284,9,true,false,false,bridge_safe
2024,36010,Ledegem,Ledegem,Ledegem,Ledegem,6741,345,6741,9,true,false,false,bridge_safe
2024,36011,Lichtervelde,Lichtervelde,Lichtervelde,Lichtervelde,6525,319,6525,9,true,false,false,bridge_safe
2024,36012,Moorslede,Moorslede,Moorslede,Moorslede,7711,464,7711,9,true,false,false,bridge_safe
2024,36015,Roeselare,Roeselare,Roeselare,Roeselare,41117,1840,41117,9,true,false,false,bridge_safe
2024,36019,Staden,Staden,Staden,Staden,7594,408,7594,9,true,false,false,bridge_safe
2024,37002,Dentergem,Dentergem,Dentergem,Dentergem,6070,253,6070,9,true,false,false,bridge_safe
2024,37007,Meulebeke,Meulebeke,Meulebeke,Meulebeke,7638,362,7638,9,true,false,false,bridge_safe
2024,37010,Oostrozebeke,Oostrozebeke,Oostrozebeke,Oostrozebeke,5451,314,5451,9,true,false,false,bridge_safe
2024,37011,Pittem,Pittem,Pittem,Pittem,4804,246,4804,9,true,false,false,bridge_safe
2024,37012,Ruiselede,Ruiselede,Ruiselede,Ruiselede,3843,177,3843,9,true,false,false,bridge_safe
2024,37015,Tielt,Tielt,Tielt,Tielt,13689,665,13689,9,true,false,false,bridge_safe
2024,37017,Wielsbeke,Wielsbeke,Wielsbeke,Wielsbeke,6882,295,6882,9,true,false,false,bridge_safe
2024,37018,Wingene,Wingene,Wingene,Wingene,10444,591,10444,9,true,false,false,bridge_safe
2024,37020,Ardooie,Ardooie,Ardooie,Ardooie,6444,310,6444,9,true,false,false,bridge_safe
2024,38002,Alveringem,Alveringem,Alveringem,Alveringem,3402,163,3402,9,true,false,false,bridge_safe
2024,38008,De Panne,La Panne,De Panne,De Panne,7060,462,7060,9,true,false,false,bridge_safe
2024,38014,Koksijde,Koksijde,Koksijde,Koksijde,15686,587,15686,9,true,false,false,bridge_safe
2024,38016,Nieuwpoort,Nieuport,Nieuwpoort,Nieuwpoort,7993,469,7993,9,true,false,false,bridge_safe
2024,38025,Veurne,Veurne,Veurne,Veurne,8586,391,8586,9,true,false,false,bridge_safe
2024,40998,Gand (E5),Gand (E5),Gent (E5),Gand (E5),7592,665,7592,11,true,true,false,blocked_special_bucket
2024,41002,Aalst,Alost,Aalst,Aalst,56397,2405,56397,11,true,false,false,bridge_safe
2024,41011,Denderleeuw,Denderleeuw,Denderleeuw,Denderleeuw,13049,742,13049,11,true,false,false,bridge_safe
2024,41018,Geraardsbergen,Grammont,Geraardsbergen,Geraardsbergen,23050,1203,23050,11,true,false,false,bridge_safe
2024,41024,Haaltert,Haaltert,Haaltert,Haaltert,13306,541,13306,11,true,false,false,bridge_safe
2024,41027,Herzele,Herzele,Herzele,Herzele,13054,616,13054,11,true,false,false,bridge_safe
2024,41034,Lede,Lede,Lede,Lede,13491,570,13491,11,true,false,false,bridge_safe
2024,41048,Ninove,Ninove,Ninove,Ninove,26609,1341,26609,11,true,false,false,bridge_safe
2024,41063,Sint-Lievens-Houtem,Sint-Lievens-Houtem,Sint-Lievens-Houtem,Sint-Lievens-Houtem,7503,286,7503,11,true,false,false,bridge_safe
2024,41081,Zottegem,Zottegem,Zottegem,Zottegem,19323,854,19323,11,true,false,false,bridge_safe
2024,41082,Erpe-Mere,Erpe-Mere,Erpe-Mere,Erpe-Mere,14271,578,14271,11,true,false,false,bridge_safe
2024,42003,Berlare,Berlare,Berlare,Berlare,10872,444,10872,11,true,false,false,bridge_safe
2024,42004,Buggenhout,Buggenhout,Buggenhout,Buggenhout,10387,414,10387,11,true,false,false,bridge_safe
2024,42006,Dendermonde,Dendermonde,Dendermonde,Dendermonde,31969,1259,31969,11,true,false,false,bridge_safe
2024,42008,Hamme,Hamme,Hamme,Hamme,17220,632,17220,11,true,false,false,bridge_safe
2024,42010,Laarne,Laarne,Laarne,Laarne,9049,350,9049,11,true,false,false,bridge_safe
2024,42011,Lebbeke,Lebbeke,Lebbeke,Lebbeke,13603,570,13603,11,true,false,false,bridge_safe
2024,42023,Waasmunster,Waasmunster,Waasmunster,Waasmunster,7868,196,7868,11,true,false,false,bridge_safe
2024,42025,Wetteren,Wetteren,Wetteren,Wetteren,17706,898,17706,11,true,false,false,bridge_safe
2024,42026,Wichelen,Wichelen,Wichelen,Wichelen,8510,353,8510,11,true,false,false,bridge_safe
2024,42028,Zele,Zele,Zele,Zele,13685,578,13685,11,true,false,false,bridge_safe
2024,43002,Assenede,Assenede,Assenede,Assenede,10199,479,10199,11,true,false,false,bridge_safe
2024,43005,Eeklo,Eeklo,Eeklo,Eeklo,14117,861,14117,11,true,false,false,bridge_safe
2024,43007,Kaprijke,Kaprijke,Kaprijke,Kaprijke,4656,234,4656,11,true,false,false,bridge_safe
2024,43010,Maldegem,Maldegem,Maldegem,Maldegem,17133,897,17133,11,true,false,false,bridge_safe
2024,43014,Sint-Laureins,Sint-Laureins,Sint-Laureins,Sint-Laureins,4906,222,4906,11,true,false,false,bridge_safe
2024,43018,Zelzate,Zelzate,Zelzate,Zelzate,8009,427,8009,11,true,false,false,bridge_safe
2024,44012,De Pinte,De Pinte,De Pinte,De Pinte,7940,162,7940,11,true,false,false,bridge_safe
2024,44013,Destelbergen,Destelbergen,Destelbergen,Destelbergen,13326,388,13326,11,true,false,false,bridge_safe
2024,44019,Evergem,Evergem,Evergem,Evergem,24982,916,24982,11,true,false,false,bridge_safe
2024,44020,Gavere,Gavere,Gavere,Gavere,9442,422,9442,11,true,false,false,bridge_safe
2024,44021,Gent,Gand,Gent,Gent,160154,6393,160154,11,true,false,false,bridge_safe
2024,44034,Lochristi,Lochristi,Lochristi,Lochristi,16124,569,16124,11,true,false,false,bridge_safe
2024,44040,Melle,Melle,Melle,Melle,8161,260,8161,11,true,false,false,bridge_safe
2024,44043,Merelbeke,Merelbeke,Merelbeke,Merelbeke,17440,581,17440,11,true,false,false,bridge_safe
2024,44045,Moerbeke,Moerbeke,Moerbeke,Moerbeke,4598,212,4598,11,true,false,false,bridge_safe
2024,44048,Nazareth,Nazareth,Nazareth,Nazareth,8617,313,8617,11,true,false,false,bridge_safe
2024,44052,Oosterzele,Oosterzele,Oosterzele,Oosterzele,10040,361,10040,11,true,false,false,bridge_safe
2024,44064,Sint-Martens-Latem,Sint-Martens-Latem,Sint-Martens-Latem,Sint-Martens-Latem,5897,114,5897,11,true,false,false,bridge_safe
2024,44073,Wachtebeke,Wachtebeke,Wachtebeke,Wachtebeke,5307,295,5307,11,true,false,false,bridge_safe
2024,44081,Zulte,Zulte,Zulte,Zulte,11020,507,11020,11,true,false,false,bridge_safe
2024,44083,Deinze,Deinze,Deinze,Deinze,30933,1169,30933,11,true,false,false,bridge_safe
2024,44084,Aalter,Aalter,Aalter,Aalter,20659,879,20659,11,true,false,false,bridge_safe
2024,44085,Lievegem,Lievegem,Lievegem,Lievegem,18952,720,18952,11,true,false,false,bridge_safe
2024,45035,Oudenaarde,Audenarde,Oudenaarde,Oudenaarde,22412,1060,22412,11,true,false,false,bridge_safe
2024,45041,Ronse,Renaix,Ronse,Renaix,15212,1545,15212,11,true,false,false,bridge_safe
2024,45059,Brakel,Brakel,Brakel,Brakel,10612,497,10612,11,true,false,false,bridge_safe
2024,45060,Kluisbergen,Kluisbergen,Kluisbergen,Kluisbergen,4659,262,4659,11,true,false,false,bridge_safe
2024,45061,Wortegem-Petegem,Wortegem-Petegem,Wortegem-Petegem,Wortegem-Petegem,4697,188,4697,11,true,false,false,bridge_safe
2024,45062,Horebeke,Horebeke,Horebeke,Horebeke,1454,51,1454,11,true,false,false,bridge_safe
2024,45063,Lierde,Lierde,Lierde,Lierde,4819,215,4819,11,true,false,false,bridge_safe
2024,45064,Maarkedal,Maarkedal,Maarkedal,Maarkedal,4532,184,4532,11,true,false,false,bridge_safe
2024,45065,Zwalm,Zwalm,Zwalm,Zwalm,6074,278,6074,11,true,false,false,bridge_safe
2024,45068,Kruisem,Kruisem,Kruisem,Kruisem,11413,480,11413,11,true,false,false,bridge_safe
2024,46003,Beveren,Beveren,Beveren,Beveren,33695,1260,33695,11,true,false,false,bridge_safe
2024,46013,Kruibeke,Kruibeke,Kruibeke,Kruibeke,11491,396,11491,11,true,false,false,bridge_safe
2024,46014,Lokeren,Lokeren,Lokeren,Lokeren,27827,1446,27827,11,true,false,false,bridge_safe
2024,46020,Sint-Gillis-Waas,Sint-Gillis-Waas,Sint-Gillis-Waas,Sint-Gillis-Waas,13920,541,13920,11,true,false,false,bridge_safe
2024,46021,Sint-Niklaas,Saint-Nicolas,Sint-Niklaas,Sint-Niklaas,49348,2044,49348,11,true,false,false,bridge_safe
2024,46024,Stekene,Stekene,Stekene,Stekene,13402,540,13402,11,true,false,false,bridge_safe
2024,46025,Temse,Temse,Temse,Temse,20212,766,20212,11,true,false,false,bridge_safe
2024,50998,Mons (E5),Mons (E5),Bergen (E5),Mons (E5),9383,717,9383,12,true,true,false,blocked_special_bucket
2024,51004,Ath,Ath,Aat,Ath,19336,1604,19336,12,true,false,false,bridge_safe
2024,51008,Beloeil,Beloeil,Beloeil,Beloeil,8362,917,8362,12,true,false,false,bridge_safe
2024,51009,Bernissart,Bernissart,Bernissart,Bernissart,6719,703,6719,12,true,false,false,bridge_safe
2024,51012,Brugelette,Brugelette,Brugelette,Brugelette,2289,228,2289,12,true,false,false,bridge_safe
2024,51014,Chievres,Chièvres,Chièvres,Chièvres,4369,467,4369,12,true,false,false,bridge_safe
2024,51017,Ellezelles,Ellezelles,Elzele,Ellezelles,3859,320,3859,12,true,false,false,bridge_safe
2024,51019,Flobecq,Flobecq,Vloesberg,Flobecq,2175,170,2175,12,true,false,false,bridge_safe
2024,51065,Frasnes-lez-Anvaing,Frasnes-lez-Anvaing,Frasnes-lez-Anvaing,Frasnes-lez-Anvaing,7631,604,7631,12,true,false,false,bridge_safe
2024,51067,Enghien,Enghien,Edingen,Enghien,8699,664,8699,12,true,false,false,bridge_safe
2024,51068,Silly,Silly,Silly,Silly,5569,278,5569,12,true,false,false,bridge_safe
2024,51069,Lessines,Lessines,Lessen,Lessines,10913,1223,10913,12,true,false,false,bridge_safe
2024,52010,Chapelle-lez-Herlaimont,Chapelle-lez-Herlaimont,Chapelle-lez-Herlaimont,Chapelle-lez-Herlaimont,7850,952,7850,12,true,false,false,bridge_safe
2024,52011,Charleroi,Charleroi,Charleroi,Charleroi,94687,12432,94687,12,true,false,false,bridge_safe
2024,52012,Chatelet,Châtelet,Châtelet,Châtelet,18140,2071,18140,12,true,false,false,bridge_safe
2024,52015,Courcelles,Courcelles,Courcelles,Courcelles,17094,1939,17094,12,true,false,false,bridge_safe
2024,52018,Farciennes,Farciennes,Farciennes,Farciennes,4630,451,4630,12,true,false,false,bridge_safe
2024,52021,Fleurus,Fleurus,Fleurus,Fleurus,12946,1286,12946,12,true,false,false,bridge_safe
2024,52022,Fontaine-l'Eveque,Fontaine-l'Evêque,Fontaine-l'Evêque,Fontaine-l'Evêque,9313,1132,9313,12,true,false,false,bridge_safe
2024,52025,Gerpinnes,Gerpinnes,Gerpinnes,Gerpinnes,7336,775,7336,12,true,false,false,bridge_safe
2024,52048,Montigny-le-Tilleul,Montigny-le-Tilleul,Montigny-le-Tilleul,Montigny-le-Tilleul,6291,452,6291,12,true,false,false,bridge_safe
2024,52055,Pont-a-Celles,Pont-à-Celles,Pont-à-Celles,Pont-à-Celles,10844,842,10844,12,true,false,false,bridge_safe
2024,52074,Aiseau-Presles,Aiseau-Presles,Aiseau-Presles,Aiseau-Presles,6565,752,6565,12,true,false,false,bridge_safe
2024,52075,Les Bons Villers,Les Bons Villers,Les Bons Villers,Les Bons Villers,6120,399,6120,12,true,false,false,bridge_safe
2024,53014,Boussu,Boussu,Boussu,Boussu,10095,1423,10095,12,true,false,false,bridge_safe
2024,53020,Dour,Dour,Dour,Dour,9104,1246,9104,12,true,false,false,bridge_safe
2024,53028,Frameries,Frameries,Frameries,Frameries,10913,1285,10913,12,true,false,false,bridge_safe
2024,53039,Hensies,Hensies,Hensies,Hensies,4063,398,4063,12,true,false,false,bridge_safe
2024,53044,Jurbise,Jurbise,Jurbeke,Jurbise,6675,333,6675,12,true,false,false,bridge_safe
2024,53046,Lens,Lens,Lens,Lens,2884,148,2884,12,true,false,false,bridge_safe
2024,53053,Mons,Mons,Bergen,Mons,48967,4878,48967,12,true,false,false,bridge_safe
2024,53065,Quaregnon,Quaregnon,Quaregnon,Quaregnon,9267,1362,9267,12,true,false,false,bridge_safe
2024,53068,Quievrain,Quiévrain,Quiévrain,Quiévrain,3635,542,3635,12,true,false,false,bridge_safe
2024,53070,Saint-Ghislain,Saint-Ghislain,Saint-Ghislain,Saint-Ghislain,13274,1302,13274,12,true,false,false,bridge_safe
2024,53082,Colfontaine,Colfontaine,Colfontaine,Colfontaine,10253,1854,10253,12,true,false,false,bridge_safe
2024,53083,Honnelles,Honnelles,Honnelles,Honnelles,3244,317,3244,12,true,false,false,bridge_safe
2024,53084,Quevy,Quévy,Quévy,Quévy,4911,746,4911,12,true,false,false,bridge_safe
2024,55004,Braine-le-Comte,Braine-le-Comte,s Gravenbrakel,Braine-le-Comte,13698,992,13698,12,true,false,false,bridge_safe
2024,55035,Le Roeulx,Le Roeulx,Le Roeulx,Le Roeulx,5328,464,5328,12,true,false,false,bridge_safe
2024,55040,Soignies,Soignies,Zinnik,Soignies,16858,1214,16858,12,true,false,false,bridge_safe
2024,55050,Ecaussinnes,Ecaussinnes,Ecaussinnes,Ecaussinnes,7000,596,7000,12,true,false,false,bridge_safe
2024,55085,Seneffe,Seneffe,Seneffe,Seneffe,6672,442,6672,12,true,false,false,bridge_safe
2024,55086,Manage,Manage,Manage,Manage,12971,1461,12971,12,true,false,false,bridge_safe
2024,56001,Anderlues,Anderlues,Anderlues,Anderlues,6764,766,6764,12,true,false,false,bridge_safe
2024,56005,Beaumont,Beaumont,Beaumont,Beaumont,4451,415,4451,12,true,false,false,bridge_safe
2024,56016,Chimay,Chimay,Chimay,Chimay,5848,680,5848,12,true,false,false,bridge_safe
2024,56022,Erquelinnes,Erquelinnes,Erquelinnes,Erquelinnes,5584,681,5584,12,true,false,false,bridge_safe
2024,56029,Froidchapelle,Froidchapelle,Froidchapelle,Froidchapelle,2578,255,2578,12,true,false,false,bridge_safe
2024,56044,Lobbes,Lobbes,Lobbes,Lobbes,3808,266,3808,12,true,false,false,bridge_safe
2024,56049,Merbes-le-Chateau,Merbes-le-Château,Merbes-le-Château,Merbes-le-Château,2543,221,2543,12,true,false,false,bridge_safe
2024,56051,Momignies,Momignies,Momignies,Momignies,3063,362,3063,12,true,false,false,bridge_safe
2024,56078,Thuin,Thuin,Thuin,Thuin,9268,668,9268,12,true,false,false,bridge_safe
2024,56086,Ham-sur-Heure-Nalinnes,Ham-sur-Heure-Nalinnes,Ham-sur-Heure-Nalinnes,Ham-sur-Heure-Nalinnes,9222,498,9222,12,true,false,false,bridge_safe
2024,56088,Sivry-Rance,Sivry-Rance,Sivry-Rance,Sivry-Rance,3132,323,3132,12,true,false,false,bridge_safe
2024,57003,Antoing,Antoing,Antoing,Antoing,4436,545,4436,12,true,false,false,bridge_safe
2024,57018,Celles (lez-Tournai),Celles (lez-Tournai),Celles (lez-Tournai),Celles (lez-Tournai),3623,346,3623,12,true,false,false,bridge_safe
2024,57027,Estaimpuis,Estaimpuis,Estaimpuis,Estaimpuis,4769,507,4769,12,true,false,false,bridge_safe
2024,57062,Pecq,Pecq,Pecq,Pecq,3100,358,3100,12,true,false,false,bridge_safe
2024,57064,Peruwelz,Péruwelz,Péruwelz,Péruwelz,9688,1271,9688,12,true,false,false,bridge_safe
2024,57072,Rumes,Rumes,Rumes,Rumes,3239,340,3239,12,true,false,false,bridge_safe
2024,57081,Tournai,Tournai,Doornik,Tournai,38079,3656,38079,12,true,false,false,bridge_safe
2024,57093,Brunehaut,Brunehaut,Brunehaut,Brunehaut,4790,516,4790,12,true,false,false,bridge_safe
2024,57094,Leuze-en-Hainaut,Leuze-en-Hainaut,Leuze-en-Hainaut,Leuze-en-Hainaut,8642,846,8642,12,true,false,false,bridge_safe
2024,57095,Mont-de-l'Enclus,Mont-de-l'Enclus,Mont-de-l'Enclus,Mont-de-l'Enclus,2507,251,2507,12,true,false,false,bridge_safe
2024,57096,Mouscron,Mouscron,Moeskroen,Mouscron,26892,3645,26892,12,true,false,false,bridge_safe
2024,57097,Comines-Warneton,Comines-Warneton,Komen-Waasten,Comines-Warneton,7423,1347,7423,12,true,false,false,bridge_safe
2024,58001,La Louvière,La Louvière,La Louvière,La Louvière,39910,4963,39910,12,true,false,false,bridge_safe
2024,58002,Binche,Binche,Binche,Binche,19220,1923,19220,12,true,false,false,bridge_safe
2024,58003,Estinnes,Estinnes,Estinnes,Estinnes,4956,445,4956,12,true,false,false,bridge_safe
2024,58004,Morlanwelz,Morlanwelz,Morlanwelz,Morlanwelz,10063,1159,10063,12,true,false,false,bridge_safe
2024,60998,Liège (E5),Liège (E5),Luik (E5),Liège (E5),8256,598,8256,12,true,true,false,blocked_special_bucket
2024,61003,Amay,Amay,Amay,Amay,8650,818,8650,12,true,false,false,bridge_safe
2024,61010,Burdinne,Burdinne,Burdinne,Burdinne,2203,127,2203,12,true,false,false,bridge_safe
2024,61012,Clavier,Clavier,Clavier,Clavier,3168,186,3168,12,true,false,false,bridge_safe
2024,61019,Ferrieres,Ferrières,Ferrières,Ferrières,3406,199,3406,12,true,false,false,bridge_safe
2024,61024,Hamoir,Hamoir,Hamoir,Hamoir,2400,200,2400,12,true,false,false,bridge_safe
2024,61028,Heron,Héron,Héron,Héron,3507,247,3507,12,true,false,false,bridge_safe
2024,61031,Huy,Huy,Hoei,Huy,12222,1138,12222,12,true,false,false,bridge_safe
2024,61039,Marchin,Marchin,Marchin,Marchin,3519,243,3519,12,true,false,false,bridge_safe
